Percent Digital Additional Content Revenue,Percent Digital Microtransaction Revenue,Percent Digital Subscription Revenue,Percent Digital Full Game Revenue,region,segment,Platform,title,genre,publisher,developer,Date,month,year,quarter,ARPMAU,MAU - Formatted,Downloads,Retention One Month,Reacquired Users in Month,Digital Full Game Units Sold - Formatted,Digital Full Game Price - Formatted,Digital Full Game Revenue - Formatted,Digital Additional Content Conversion Rate - Formatted,Digital Additional Content ARPPU - Formatted,Digital Additional Content Revenue - Formatted,Digital Season Pass ARPPU - Formatted,Digital Season Pass Conversion Rate - Formatted,Digital Season Pass Revenue - Formatted,Digital Subscribers - Formatted,Digital Subscription Fee - Formatted,Digital Subscription Revenue - Formatted,Digital DLC ARPPU - Formatted,Digital DLC Conversion Rate - Formatted,Digital DLC Revenue - Formatted,Digital Micro AC ARPPU - Formatted,Digital Micro AC Conversion Rate - Formatted,Digital Micro AC Revenue - Formatted,Digital Microtransaction Conversion Rate - Formatted,Digital Microtransaction ARPPU - Formatted,Digital Microtransaction Revenue - Formatted,Digital Total Revenue - Formatted,Ad Revenue,Key Event Text - Formatted,Key Event Type - Formatted,Calc Console Brand Exclusive - Formatted,Calc Free to Play Console - Formatted,Calc Rating Tier - Formatted,Calc Sales Tier - Formatted,Tag Branded IP - Formatted,Tag East vs West - Formatted,Tag Existing IP - Formatted,Tag Open World - Formatted,Tag Primary Mode - Formatted,Tag Production Quality - Formatted,"Export filtered data by clicking here then the 
Download > Crosstab menu button above."
12.66%,0.00%,0.00%,87.34%, Region - Worldwide,Premium PC,All Premium PC Platforms,Tom Clancy's The Division,Shooter,Ubisoft,Ubisoft Massive,6/1/2018 0:00,6,2018,Q2,5.74,"151,396",,,,"16,612",$45.68 ,"$758,836.16 ",4.62%,$15.73 ,110024.36,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$868,860.52 ",,,,Non Console,No,C,Large (>$100M),Yes,Untagged,Yes,Yes,Multiplayer,AAA,
12.69%,0.00%,0.00%,87.31%, Region - Worldwide,Premium PC,All Premium PC Platforms,Call of Duty: Black Ops II,Shooter,"Activision Blizzard, Inc.",Treyarch,10/1/2015 0:00,10,2015,Q4,5.29,"445,582",,,,"35,299",$58.33 ,"$2,058,990.67 ",4.41%,$15.23 ,299275.91,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$2,358,266.58 ",,,,Non Console,No,E,Large (>$100M),No,Untagged,Yes,No,Multiplayer,AAA,
12.71%,0.00%,0.00%,87.29%, Region - Worldwide,Premium PC,All Premium PC Platforms,Elite: Dangerous,Strategy,Frontier Developments,Frontier Developments,10/1/2015 0:00,10,2015,Q4,7.31,"354,967",,,,"46,937",$48.27 ,"$2,265,648.99 ",9.26%,$10.04 ,330014.24,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$2,595,663.23 ",,,,Non Console,No,Unranked,Medium (>$10M),No,Untagged,Yes,Yes,Multiplayer,AA,
12.72%,13.94%,64.84%,8.50%, Region - Worldwide,Pay-to-Play PC,All Pay-to-Play PC Platforms,World of Warcraft West,RPG,"Activision Blizzard, Inc.","Activision Blizzard, Inc.",12/1/2015 0:00,12,2015,Q4,19.26,"2,982,757",,,,"107,926",$45.27 ,"$4,885,780.34 ",5.38%,$45.53 ,7306302.58,,,$0.00 ,"2,767,922",$13.46 ,"$37,254,550.87 ",$45.53 ,5.38%,"$7,306,302.58 ",,,$0.00 ,11.34%,$23.68 ,"$8,010,891.64 ","$57,457,525.43 ",,,,Non Console,No,A,Behemoth (>$10B),No,West,Yes,Yes,Multiplayer,AAA,
12.74%,0.00%,0.00%,87.26%, Region - Worldwide,Premium PC,All Premium PC Platforms,Call of Duty: WWII,Shooter,"Activision Blizzard, Inc.","Sledgehammer Games, Raven Software",6/1/2018 0:00,6,2018,Q2,10.63,"181,373",,,,"39,857",$42.20 ,"$1,681,965.40 ",4.79%,$28.26 ,245516.29,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$1,927,481.69 ",,,,Non Console,No,Unranked,Medium (>$10M),Yes,Untagged,Yes,No,Multiplayer,AAA,
12.74%,0.00%,0.00%,87.26%, Region - Worldwide,Premium PC,All Premium PC Platforms,Grand Theft Auto V,Action-Adventure,"Take Two Interactive Software, Inc.",Rockstar North,5/1/2015 0:00,5,2015,Q2,7.56,"2,357,150",,,,"319,630",$48.62 ,"$15,539,764.59 ",6.04%,$15.94 ,2269407.45,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$17,809,172.04 ",,,,Non Console,No,A,Large (>$100M),No,Untagged,Yes,Yes,Single,AAA,
12.76%,0.00%,0.00%,87.24%, Region - Worldwide,Premium PC,All Premium PC Platforms,Need for Speed Rivals,Racing,"Electronic Arts, Inc.",Ghost Games,11/1/2017 0:00,11,2017,Q4,1.28,"12,933",,,,"1,022",$14.11 ,"$14,419.29 ",1.00%,$16.31 ,2109.37,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$16,528.66 ",,,,Non Console,No,F,Medium (>$10M),No,Untagged,Yes,Yes,Single,AAA,
12.77%,0.00%,0.00%,87.23%, Region - Worldwide,Premium PC,All Premium PC Platforms,Call of Duty: Infinite Warfare,Shooter,"Activision Blizzard, Inc.",Infinity Ward,2/1/2017 0:00,2,2017,Q1,8.85,"224,604",,,,"33,994",$50.99 ,"$1,733,354.06 ",4.44%,$25.44 ,253698.07,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$1,987,052.13 ",,02/28/2017: Sabotage DLC on PC,DLC,Non Console,No,F,Medium (>$10M),No,Untagged,Yes,No,Multiplayer,AAA,
12.78%,0.00%,0.00%,87.22%, Region - Worldwide,Premium PC,All Premium PC Platforms,Sims 3,Sandbox,"Electronic Arts, Inc.","The Sims Studio (Maxis), Edge of Reality (console)",11/1/2016 0:00,11,2016,Q4,2.47,"79,204",,,,"10,839",$15.73 ,"$170,497.47 ",1.59%,$19.84 ,24984.76,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$195,482.23 ",,,,Non Console,No,A,Large (>$100M),No,Untagged,Yes,No,Single,AAA,
12.80%,0.00%,0.00%,87.20%, Region - Worldwide,Premium PC,All Premium PC Platforms,Call of Duty: Black Ops II,Shooter,"Activision Blizzard, Inc.",Treyarch,7/1/2017 0:00,7,2017,Q3,1.86,"266,476",,,,"8,466",$51.17 ,"$433,205.22 ",1.59%,$15.01 ,63596.9,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$496,802.12 ",,,,Non Console,No,E,Large (>$100M),No,Untagged,Yes,No,Multiplayer,AAA,
12.81%,0.00%,0.00%,87.19%, Region - Worldwide,Premium PC,All Premium PC Platforms,Elite: Dangerous,Strategy,Frontier Developments,Frontier Developments,8/1/2016 0:00,8,2016,Q3,2.11,"246,766",,,,"16,700",$27.24 ,"$454,908.00 ",2.61%,$10.38 ,66853.35,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$521,761.35 ",,,,Non Console,No,Unranked,Medium (>$10M),No,Untagged,Yes,Yes,Multiplayer,AA,
12.83%,0.00%,0.00%,87.17%, Region - Worldwide,Premium PC,All Premium PC Platforms,Sid Meier's Civilization: Beyond Earth,Strategy,"Take Two Interactive Software, Inc.",Firaxis Games,2/1/2018 0:00,2,2018,Q1,3.67,"23,064",,,,"2,215",$33.29 ,"$73,737.35 ",2.01%,$23.41 ,10852.56,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$84,589.91 ",,,,Non Console,No,C,Medium (>$10M),No,Untagged,Yes,No,Single,AAA,
12.84%,0.00%,0.00%,87.16%, Region - Worldwide,Premium PC,All Premium PC Platforms,Elite: Dangerous,Strategy,Frontier Developments,Frontier Developments,9/1/2015 0:00,9,2015,Q3,6.89,"368,014",,,,"51,038",$43.29 ,"$2,209,435.02 ",9.10%,$9.72 ,325515.74,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$2,534,950.76 ",,,,Non Console,No,Unranked,Medium (>$10M),No,Untagged,Yes,Yes,Multiplayer,AA,
12.86%,0.00%,0.00%,87.14%, Region - Worldwide,Premium PC,All Premium PC Platforms,Call of Duty: Black Ops II,Shooter,"Activision Blizzard, Inc.",Treyarch,6/1/2017 0:00,6,2017,Q2,2.01,"250,648",,,,"8,516",$51.67 ,"$440,021.72 ",1.65%,$15.70 ,64930.36,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$504,952.08 ",,,,Non Console,No,E,Large (>$100M),No,Untagged,Yes,No,Multiplayer,AAA,
12.86%,0.00%,0.00%,87.14%, Region - Worldwide,Premium PC,All Premium PC Platforms,Sid Meier's Civilization V,Strategy,"Take Two Interactive Software, Inc.","Firaxis Games, Aspyr",8/1/2015 0:00,8,2015,Q3,1.75,"859,959",,,,"96,562",$13.61 ,"$1,314,208.82 ",1.12%,$20.14 ,193979.23,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$1,508,188.05 ",,,,Non Console,No,A,Large (>$100M),No,Untagged,Yes,No,Multiplayer,AAA,
12.89%,0.00%,0.00%,87.11%, Region - Worldwide,Premium PC,All Premium PC Platforms,FIFA 14,Sports,"Electronic Arts, Inc.",EA Canada,4/1/2018 0:00,4,2018,Q2,4.13,"16,985",,,,"2,861",$21.37 ,"$61,146.76 ",3.55%,$15.01 ,9048.89,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$70,195.65 ",,,,Non Console,No,D,Medium (>$10M),Yes,Untagged,Yes,No,Multiplayer,AAA,
12.90%,0.00%,0.00%,87.10%, Region - Worldwide,Premium PC,All Premium PC Platforms,Cities: Skylines,Sandbox,Paradox Interactive,Colossal Order Ltd.,1/1/2018 0:00,1,2018,Q1,3.02,"563,979",,,,"142,877",$10.37 ,"$1,481,634.49 ",3.12%,$12.47 ,219423.93,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$1,701,058.42 ",,,,Non Console,No,Unranked,Large (>$100M),No,Untagged,No,Yes,Single,AA,
12.92%,0.00%,0.00%,87.08%, Region - Worldwide,Premium PC,All Premium PC Platforms,Rust,Horror-Survival,Facepunch Studios,Facepunch Studios,11/1/2015 0:00,11,2015,Q4,4.31,"384,037",,,,"85,627",$16.82 ,"$1,440,246.14 ",6.90%,$8.06 ,213666.31,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$1,653,912.45 ",,,,Non Console,No,F,Large (>$100M),No,Untagged,No,Yes,Multiplayer,AA,
12.92%,0.00%,0.00%,87.08%, Region - Worldwide,Premium PC,All Premium PC Platforms,Call of Duty: Modern Warfare 3,Shooter,"Activision Blizzard, Inc.","Infinity Ward, Sledgehammer Games, Treyarch (Wii), Raven Software",11/1/2016 0:00,11,2016,Q4,1.9,"171,536",,,,"12,097",$23.50 ,"$284,279.50 ",1.40%,$17.57 ,42194.41,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$326,473.91 ",,,,Non Console,No,F,Large (>$100M),No,Untagged,Yes,No,Multiplayer,AAA,
12.95%,0.00%,0.00%,87.05%, Region - Worldwide,Premium PC,All Premium PC Platforms,Sims 3,Sandbox,"Electronic Arts, Inc.","The Sims Studio (Maxis), Edge of Reality (console)",4/1/2016 0:00,4,2016,Q2,3.38,"99,739",,,,"14,277",$20.55 ,"$293,392.35 ",2.16%,$20.26 ,43647.38,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$337,039.73 ",,,,Non Console,No,A,Large (>$100M),No,Untagged,Yes,No,Single,AAA,
12.95%,0.00%,0.00%,87.05%, Region - Worldwide,Premium PC,All Premium PC Platforms,Dying Light,Horror-Survival,Warner Bros. Interactive Entertainment,Techland,2/1/2016 0:00,2,2016,Q1,8.79,"485,091",,,,"80,433",$46.14 ,"$3,711,178.62 ",6.52%,$17.46 ,552223.71,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$4,263,402.33 ",,,,Non Console,No,Unranked,Large (>$100M),No,Untagged,No,Yes,Single,AA,
12.96%,0.00%,0.00%,87.04%, Region - Worldwide,Premium PC,All Premium PC Platforms,Call of Duty: Ghosts,Shooter,"Activision Blizzard, Inc.",Infinity Ward,7/1/2015 0:00,7,2015,Q3,8.78,"94,654",,,,"13,906",$52.00 ,"$723,112.00 ",7.70%,$14.77 ,107649.05,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$830,761.05 ",,,,Non Console,No,F,Medium (>$10M),No,Untagged,Yes,No,Multiplayer,AAA,
12.97%,0.00%,0.00%,87.03%, Region - Worldwide,Premium PC,All Premium PC Platforms,Rust,Horror-Survival,Facepunch Studios,Facepunch Studios,3/1/2017 0:00,3,2017,Q1,2.97,"768,264",,,,"101,994",$19.46 ,"$1,984,803.24 ",4.97%,$7.75 ,295916.09,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$2,280,719.33 ",,,,Non Console,No,F,Large (>$100M),No,Untagged,No,Yes,Multiplayer,AA,
12.98%,0.00%,0.00%,87.02%, Region - Worldwide,Premium PC,All Premium PC Platforms,PlayerUnknown's Battlegrounds,Shooter,"Bluehole, Inc.","Bluehole, Inc.",7/1/2018 0:00,7,2018,Q3,3.18,"18,488,459",,,,"1,805,748",$28.36 ,"$51,211,013.28 ",5.47%,$7.55 ,7635456.24,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$58,846,469.52 ",,,,Non Console,No,Unranked,Gigantic (>$1B),No,Untagged,No,No,Multiplayer,AA,
13.03%,0.00%,0.00%,86.97%, Region - Worldwide,Premium PC,All Premium PC Platforms,PAYDAY 2,Shooter,505 Games,OVERKILL - a Starbreeze Studio.,5/1/2017 0:00,5,2017,Q2,1.73,"536,324",,,,"46,740",$17.31 ,"$809,069.40 ",4.05%,$5.58 ,121203.86,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$930,273.26 ",,,,Non Console,No,F,Large (>$100M),No,Untagged,Yes,No,Multiplayer,AA,
13.05%,0.00%,0.00%,86.95%, Region - Worldwide,Premium PC,All Premium PC Platforms,Tom Clancy's The Division,Shooter,Ubisoft,Ubisoft Massive,1/1/2018 0:00,1,2018,Q1,8.82,"296,393",,,,"75,090",$30.28 ,"$2,273,725.20 ",4.65%,$24.75 ,341163.08,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$2,614,888.28 ",,,,Non Console,No,C,Large (>$100M),Yes,Untagged,Yes,Yes,Multiplayer,AAA,
13.05%,0.00%,0.00%,86.95%, Region - Worldwide,Premium PC,All Premium PC Platforms,Total War: WARHAMMER,Strategy,"SEGA, Feral Interactive","Creative Assembly, Feral Interactive",12/1/2016 0:00,12,2016,Q4,12.8,"437,588",,,,"88,118",$55.26 ,"$4,869,400.68 ",10.22%,$16.34 ,730749.21,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$5,600,149.89 ",,,,Non Console,No,Unranked,Large (>$100M),Yes,Untagged,Yes,Yes,Single,AAA,
13.05%,0.00%,0.00%,86.95%, Region - Worldwide,Premium PC,All Premium PC Platforms,NBA 2K15,Sports,"Take Two Interactive Software, Inc.",Visual Concepts,2/1/2015 0:00,2,2015,Q1,4.8,"198,316",,,,"16,326",$50.69 ,"$827,564.94 ",4.86%,$12.89 ,124235.85,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$951,800.79 ",,,,Non Console,No,C,Medium (>$10M),Yes,Untagged,Yes,No,Multiplayer,AAA,
13.06%,0.00%,0.00%,86.94%, Region - Worldwide,Premium PC,All Premium PC Platforms,Mass Effect 3,RPG,"Electronic Arts, Inc.","BioWare Edmonton, Straight Right (Wii U)",5/1/2016 0:00,5,2016,Q2,2.05,"79,958",,,,"7,253",$19.61 ,"$142,231.33 ",2.58%,$10.36 ,21371.81,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$163,603.14 ",,,,Non Console,No,C,Large (>$100M),No,Untagged,Yes,Yes,Single,AAA,
13.10%,0.00%,0.00%,86.90%, Region - Worldwide,Premium PC,All Premium PC Platforms,Watch Dogs,Action-Adventure,Ubisoft,"Ubisoft Montreal, Ubisoft Reflections",1/1/2015 0:00,1,2015,Q1,9.29,"134,079",,,,"25,532",$42.41 ,"$1,082,812.12 ",6.53%,$18.65 ,163287.44,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$1,246,099.56 ",,,,Non Console,No,E,Medium (>$10M),No,Untagged,No,No,Single,AAA,
13.11%,0.00%,0.00%,86.89%, Region - Worldwide,Premium PC,All Premium PC Platforms,Crysis 3,Shooter,"Electronic Arts, Inc.","Crytek Frankfurt, Crytek UK",9/1/2015 0:00,9,2015,Q3,2.79,"80,123",,,,"12,992",$14.97 ,"$194,490.24 ",2.16%,$16.95 ,29334.63,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$223,824.87 ",,,,Non Console,No,C,Medium (>$10M),No,Untagged,Yes,No,Single,AAA,
13.13%,0.00%,0.00%,86.87%, Region - Worldwide,Premium PC,All Premium PC Platforms,Call of Duty: Ghosts,Shooter,"Activision Blizzard, Inc.",Infinity Ward,8/1/2015 0:00,8,2015,Q3,8.86,"92,045",,,,"12,832",$55.21 ,"$708,454.72 ",7.75%,$15.01 ,107073.65,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$815,528.37 ",,,,Non Console,No,F,Medium (>$10M),No,Untagged,Yes,No,Multiplayer,AAA,
13.18%,0.00%,0.00%,86.82%, Region - Worldwide,Premium PC,All Premium PC Platforms,Fallout 4,RPG,Bethesda Softworks,Bethesda Game Studios,10/1/2017 0:00,10,2017,Q4,5.9,"553,095",,,,"100,009",$28.35 ,"$2,834,796.86 ",3.93%,$19.79 ,430167.91,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$3,264,964.77 ",,,,Non Console,No,C,Large (>$100M),No,Untagged,Yes,Yes,Single,AAA,
13.18%,0.00%,0.00%,86.82%, Region - Worldwide,Premium PC,All Premium PC Platforms,Sims 3,Sandbox,"Electronic Arts, Inc.","The Sims Studio (Maxis), Edge of Reality (console)",5/1/2016 0:00,5,2016,Q2,3.02,"100,937",,,,"13,899",$19.02 ,"$264,358.98 ",2.06%,$19.30 ,40130.53,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$304,489.51 ",,,,Non Console,No,A,Large (>$100M),No,Untagged,Yes,No,Single,AAA,
13.18%,0.00%,0.00%,86.82%, Region - Worldwide,Premium PC,All Premium PC Platforms,Sid Meier's Civilization V,Strategy,"Take Two Interactive Software, Inc.","Firaxis Games, Aspyr",7/1/2016 0:00,7,2016,Q3,1.62,"1,125,548",,,,"137,692",$11.53 ,"$1,587,588.76 ",0.91%,$23.54 ,241108.14,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$1,828,696.90 ",,,,Non Console,No,A,Large (>$100M),No,Untagged,Yes,No,Multiplayer,AAA,
13.21%,0.00%,0.00%,86.79%, Region - Worldwide,Premium PC,All Premium PC Platforms,Sims 3,Sandbox,"Electronic Arts, Inc.","The Sims Studio (Maxis), Edge of Reality (console)",6/1/2016 0:00,6,2016,Q2,3.12,"99,732",,,,"13,460",$20.06 ,"$270,007.60 ",1.97%,$20.91 ,41082.3,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$311,089.90 ",,,,Non Console,No,A,Large (>$100M),No,Untagged,Yes,No,Single,AAA,
13.21%,0.00%,0.00%,86.79%, Region - Worldwide,Premium PC,All Premium PC Platforms,FIFA 16,Sports,"Electronic Arts, Inc.",EA Canada,4/1/2018 0:00,4,2018,Q2,8.64,"40,145",,,,"5,726",$52.57 ,"$300,988.71 ",6.20%,$18.41 ,45821.86,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$346,810.57 ",,,,Non Console,No,E,Medium (>$10M),Yes,Untagged,Yes,No,Multiplayer,AAA,
13.23%,0.00%,0.00%,86.77%, Region - Worldwide,Premium PC,All Premium PC Platforms,Tom Clancy's Ghost Recon: Wildlands,Shooter,Ubisoft,Ubisoft Paris,5/1/2018 0:00,5,2018,Q2,6.96,"320,450",,,,"54,123",$35.74 ,"$1,934,356.02 ",3.19%,$28.85 ,294914.94,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$2,229,270.96 ",,,,Non Console,No,Unranked,Medium (>$10M),Yes,Untagged,Yes,Yes,Multiplayer,AAA,
13.25%,0.00%,0.00%,86.75%, Region - Worldwide,Premium PC,All Premium PC Platforms,Sid Meier's Civilization V,Strategy,"Take Two Interactive Software, Inc.","Firaxis Games, Aspyr",3/1/2018 0:00,3,2018,Q1,1.59,"703,652",,,,"50,145",$19.30 ,"$967,798.50 ",0.97%,$21.65 ,147770.4,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$1,115,568.90 ",,,,Non Console,No,A,Large (>$100M),No,Untagged,Yes,No,Multiplayer,AAA,
13.26%,0.00%,0.00%,86.74%, Region - Worldwide,Premium PC,All Premium PC Platforms,Dead Space 3,Horror-Survival,"Electronic Arts, Inc.",Visceral Games,7/1/2016 0:00,7,2016,Q3,1.46,"14,636",,,,941,$19.68 ,"$18,518.88 ",2.28%,$8.48 ,2829.78,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$21,348.66 ",,,,Non Console,No,C,Medium (>$10M),No,Untagged,Yes,No,Single,AAA,
13.26%,0.00%,0.00%,86.74%, Region - Worldwide,Premium PC,All Premium PC Platforms,Endless Legend,Strategy,Iceberg Interactive,AMPLITUDE Studios,4/1/2016 0:00,4,2016,Q2,4.24,"149,546",,,,"17,267",$31.86 ,"$550,126.62 ",5.17%,$10.88 ,84119.03,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$634,245.65 ",,,,Non Console,No,Unranked,Medium (>$10M),No,Untagged,No,No,Single,AA,
13.28%,0.00%,0.00%,86.72%, Region - Worldwide,Premium PC,All Premium PC Platforms,Sid Meier's Civilization V,Strategy,"Take Two Interactive Software, Inc.","Firaxis Games, Aspyr",9/1/2015 0:00,9,2015,Q3,1.9,"915,813",,,,"69,902",$21.58 ,"$1,508,485.16 ",1.11%,$22.72 ,230960.71,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$1,739,445.87 ",,,,Non Console,No,A,Large (>$100M),No,Untagged,Yes,No,Multiplayer,AAA,
13.28%,0.00%,0.00%,86.72%, Region - Worldwide,Premium PC,All Premium PC Platforms,Call of Duty: Infinite Warfare,Shooter,"Activision Blizzard, Inc.",Infinity Ward,1/1/2017 0:00,1,2017,Q1,8.67,"261,546",,,,"38,147",$51.53 ,"$1,965,714.91 ",3.99%,$28.85 ,301069.07,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$2,266,783.98 ",,,,Non Console,No,F,Medium (>$10M),No,Untagged,Yes,No,Multiplayer,AAA,
13.28%,0.00%,0.00%,86.72%, Region - Worldwide,Premium PC,All Premium PC Platforms,Sid Meier's Civilization V,Strategy,"Take Two Interactive Software, Inc.","Firaxis Games, Aspyr",2/1/2018 0:00,2,2018,Q1,1.57,"774,755",,,,"62,429",$16.85 ,"$1,051,928.65 ",0.92%,$22.61 ,161158.33,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$1,213,086.98 ",,,,Non Console,No,A,Large (>$100M),No,Untagged,Yes,No,Multiplayer,AAA,
13.29%,0.00%,0.00%,86.71%, Region - Worldwide,Premium PC,All Premium PC Platforms,Call of Duty: Advanced Warfare,Shooter,"Activision Blizzard, Inc.",Sledgehammer Games,9/1/2016 0:00,9,2016,Q3,4.75,"135,713",,,,"12,284",$45.47 ,"$558,553.48 ",3.69%,$17.09 ,85583.47,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$644,136.95 ",,,,Non Console,No,E,Large (>$100M),No,Untagged,Yes,No,Multiplayer,AAA,
13.29%,0.00%,0.00%,86.71%, Region - Worldwide,Premium PC,All Premium PC Platforms,Borderlands 2,Shooter,"Take Two Interactive Software, Inc.",Gearbox Software,12/1/2015 0:00,12,2015,Q4,2.18,"429,038",,,,"76,989",$10.55 ,"$812,233.95 ",1.88%,$15.43 ,124457.06,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$936,691.01 ",,,,Non Console,No,A,Large (>$100M),No,Untagged,Yes,Yes,Single,AAA,
13.29%,0.00%,0.00%,86.71%, Region - Worldwide,Premium PC,All Premium PC Platforms,Crusader Kings II,Strategy,Paradox Interactive,Paradox Development Studio,9/1/2016 0:00,9,2016,Q3,4.29,"143,702",,,,"43,842",$12.18 ,"$533,995.56 ",3.91%,$14.57 ,81865.16,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$615,860.72 ",,,,Non Console,No,Unranked,Medium (>$10M),No,Untagged,No,No,Single,AA,
13.32%,0.00%,0.00%,86.68%, Region - Worldwide,Premium PC,All Premium PC Platforms,Borderlands 2,Shooter,"Take Two Interactive Software, Inc.",Gearbox Software,10/1/2015 0:00,10,2015,Q4,2.35,"407,486",,,,"73,901",$11.24 ,"$830,647.24 ",1.95%,$16.06 ,127612.39,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$958,259.63 ",,,,Non Console,No,A,Large (>$100M),No,Untagged,Yes,Yes,Single,AAA,
13.33%,0.00%,0.00%,86.67%, Region - Worldwide,Premium PC,All Premium PC Platforms,Star Wars Battlefront,Shooter,"Electronic Arts, Inc.",EA DICE,2/1/2018 0:00,2,2018,Q1,2.08,"235,080",,,,"14,423",$29.40 ,"$424,089.16 ",1.02%,$27.20 ,65213.77,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$489,302.93 ",,,,Non Console,No,F,Medium (>$10M),Yes,Untagged,Yes,No,Multiplayer,AAA,
13.33%,0.00%,0.00%,86.67%, Region - Worldwide,Premium PC,All Premium PC Platforms,Tom Clancy's Ghost Recon: Wildlands,Shooter,Ubisoft,Ubisoft Paris,8/1/2017 0:00,8,2017,Q3,10.54,"252,464",,,,"35,628",$64.71 ,"$2,305,487.88 ",5.24%,$26.81 ,354703.82,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,,,$0.00 ,"$2,660,191.70 ",,,,Non Console,No,Unranked,Medium (>$10M),Yes,Untagged,Yes,Yes,Multiplayer,AAA,
